id,createdTime,NAME,PHYLUM,SUBPHYLUM,CLASS,ORDER,SUBORDER,FAMILY,GENUS,POPU-SIZE,LIFESPAN(Y),TOPSPEED(KM/H),WEIGHT(KG),LENGTH(CM),HEIGHT(CM),ACTIVITY-PERIOD,REPRODUCTION,LIFESTYLE,SOCIAL,DOMESTICATED,TYPE,KINGDOM,EUROPE,ASIA,OCEANIA,SOUTH-AMERICA,NORTH-AMERICA,ANTARCTICA,AFRICA,POPU-STATUS,POPU-TREND,MATING-BEHAVIOR,REPRODUCTION-SEASON,PREGNANCY-DURATION(M),BABY-CARRYING(M),INDEPENDENT-AGE(M),FOREST,DUNES,RIVERS,MARINE,REEF,SEMI-DESERT,STEPPE,FRESHWATTER,ABYSSAL-ZONE,ICECAP,WETLANDS,MARSH,LAKES,COASTAL,CHAPARRAL,SHRUBLAND,RAINFOREST,INTERTIDAL-ZONE,URBAN,BENTHIC,ROCKY-AREAS,GRASSLAND,SAVANNA,MOUNTAINS,RIPARIAN,NERITIC-ZONE,ANTROPHOGENIC,ESTUARIES,OCEANIC-PELAGIC-ZONE,CAVES,AGRICULTURAL,ARID,COLD,TEMPERATE,POLAR,TROPICAL,POISONOUS
recHAUVSmSr334mbL,2023-11-04T18:49:03.000Z,White Rhinoceros,Chordata,Vertebrata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,,18064.0,47.5,42.0,2520.0,3.700000047683716,173.0,"['Diurnal', 'Nocturnal']",Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Near Threatened (NT),Decreasing,Polygyny,"year-round,",16.0,1.0,30.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
recHCvQPpOUIJ8Ov5,2023-11-04T18:50:55.000Z,Sclater's guenon,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,24000.0,,,3.25,100.0,,"['Nocturnal', 'Diurnal']",,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,Polygyny,,5.0,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recHE0zVAtonwmX1K,2023-11-04T18:51:08.000Z,Mindanao treeshrew,Chordata,Vertebrata,Mammalia,Scandentia,Tupaiidae,Tupaia,,,,,350.0,195.0,,[nan],,,,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recHOxw7W03jEXQh5,2023-11-04T18:49:54.000Z,Utah Prairie Dog,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Cynomys,,,8.0,,0.9950000047683716,33.0,,['Diurnal'],Viviparous,,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Endangered (EN),Decreasing,Polygyny,late,1.0,,1.375,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recHQudzoQYSBbqxu,2023-11-04T18:49:19.000Z,Lechwe,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Reduncinae,Kobus,158750.0,15.0,,95.0,,95.0,['Diurnal'],,,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Near Threatened (NT),Decreasing,,November-February,7.5,,5.5,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recHVITDnSvCqm8AK,2023-11-04T18:50:56.000Z,Spotted-winged fruit bat,Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Balionycteris,,,,,0.012000000104308128,58.0,,['Nocturnal'],,Migrating,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
recHWpkQ2djDplAI5,2023-11-04T18:50:43.000Z,Corsican hare,Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Lepus,,,,,2.0,58.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,No,No,No,No,No,No,Vulnerable (VU),Decreasing,Polygynandry,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
recHX6niBtXbp1PhK,2023-11-04T18:49:55.000Z,Alexander Archipelago Wolf,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,60.0,7.0,65.0,18.5,1.0,61.0,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,,,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
recHXsFR1lRgpJrAb,2023-11-04T18:51:04.000Z,Cheesman's gerbil,Chordata,Vertebrata,Mammalia,Rodentia,Muroidea,Muridae,Gerbillus,320200.0,,,0.0364999994635582,214.5,,['Nocturnal'],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recHcteJ6EL1r5ao7,2023-11-04T18:48:54.000Z,Common Hippo,Chordata,Vertebrata,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,,136500.0,45.0,30.0,2750.0,3.0999999046325684,2.0,['Nocturnal'],Viviparous,Not a migrant,,No domesticated,,Animalia,No,No,No,No,No,No,Yes,Vulnerable (VU),Decreasing,Polygyny,"year-round,",8.0,1.0,18.0,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No
recHduhwGj0Kl7hzb,2023-11-04T18:49:14.000Z,European Hare,Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Lepus,,,12.0,70.0,4.0,67.5,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,Yes,No,No,Least concern (LC),Decreasing,Polygynandry,January-August,1.399999976158142,,1.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
recHflPrSXS7LGFR7,2023-11-04T18:50:49.000Z,Cave nectar bat,Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Eonycteris,,428100.0,,,0.05849999934434891,105.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Decreasing,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
recHgmX6BfnOnReJx,2023-11-04T18:51:13.000Z,Northern caenolestid,Chordata,Vertebrata,Mammalia,Paucituberculata,Caenolestidae,Caenolestes,,,,,40.0,256.0,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Vulnerable (VU),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recHgw63xrByqTt43,2023-11-04T18:50:34.000Z,Greater hedgehog tenrec,Chordata,Vertebrata,Mammalia,Afrosoricida,Tenrecidae,Setifer,,1590.5999755859375,,,0.23749999701976776,192.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Stable,Polygynandry,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No
recHjxUzoCFqg73Xr,2023-11-04T18:50:12.000Z,Northern Lynx,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Lynx,,19.0,80.0,,,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,No,No,No,Least concern (LC),,Polygyny,,2.4000000953674316,,10.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
recHmQer8b0EWxgQ9,2023-11-04T18:49:25.000Z,Bengal Fox,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Vulpes,,10.0,,3.5,50.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Decreasing,Monogamy,December-January,1.7999999523162842,,4.5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No
recHpC6D554nSU7CN,2023-11-04T18:50:04.000Z,Allen's Swamp Monkey,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,23.0,,4.75,52.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recHu8gbtezGGm2K2,2023-11-04T18:49:40.000Z,White-Winged Vampire Bat,Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Diaemus,,,20.0,,0.039500001817941666,84.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),,,,8.5,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recHwGyJm4DjQ7KZq,2023-11-04T18:49:37.000Z,Red-Legged Pademelon,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Macropodidae,Thylogale,,9.7,,4.75,46.5,76.0,"['Diurnal', 'Nocturnal']",,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,Yes,No,No,No,No,Least concern (LC),Decreasing,Polygyny,Year-round,1.0,,8.25,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
recI0J0eoCJ2h16pO,2023-11-04T18:50:26.000Z,Greater spot-nosed monkey,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,,,5.400000095367432,,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Near Threatened (NT),Decreasing,Polygyny,,5.699999809265137,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recI2gZr24Bu29otu,2023-11-04T18:49:03.000Z,Binturong,Chordata,Vertebrata,Mammalia,Carnivora,Viverridae,Paradoxurinae,Arctictis,,21.5,24.0,11.5,77.5,,"['Nocturnal', 'Diurnal']",Viviparous,Not a migrant,,No domesticated,,Animalia,No,Yes,No,No,No,No,No,Vulnerable (VU),Decreasing,,year-round,3.0,4.0,,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recI74iTHoPnGXwcB,2023-11-04T18:50:11.000Z,Spectral Tarsier,Chordata,Vertebrata,Mammalia,Primates,Tarsiidae,Tarsius,,,13.5,,0.11599999666213989,11.75,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Vulnerable (VU),Decreasing,Monogamy,May-November,6.0,,2.6666667461395264,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recI7tQjjWLLYJJLj,2023-11-04T18:49:41.000Z,Indian Ocean Bottlenose Dolphin,Chordata,Vertebrata,Mammalia,Artiodactyla,Cetacea,Delphinidae,Tursiops,,40.0,,230.0,3.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Aquatic,Animalia,No,Yes,Yes,No,No,No,Yes,Data deficient (DD),,Polygynandry,spring-summer,12.0,,60.0,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No
recI91pEy7bYSEk7o,2023-11-04T18:49:26.000Z,Egyptian Mongoose,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Herpestidae,Herpestinae,,12.0,32.0,2.8499999046325684,54.0,,['Nocturnal'],,,Social,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,No,No,Yes,Least concern (LC),Stable,Monogamy,July-August,2.799999952316284,,12.0,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No
recIGS9av4vWNfLYT,2023-11-04T18:50:20.000Z,Przewalski's gazelle,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Procapra,,1627.199951171875,,,24.5,107.5,,[nan],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Increasing,Polygyny,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
recII1rTP52GR37Vf,2023-11-04T18:50:49.000Z,Perrin's beaked whale,Chordata,Vertebrata,Mammalia,Artiodactyla,Cetacea,Ziphiidae,Mesoplodon,,,,,3.25,,[nan],,,Social,No domesticated,,Animalia,No,No,No,No,Yes,No,No,Endangered (EN),Decreasing,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
recIIF2pcbeX6nTBJ,2023-11-04T18:50:41.000Z,Kloss's gibbon,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Hylobatidae,,,,6.0,537.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recIIaXPoqwxeQzIy,2023-11-04T18:51:04.000Z,Southeastern four-eyed opossum,Chordata,Vertebrata,Mammalia,Marsupialia,Didelphimorphia,Didelphidae,Philander,1212.0999755859375,,,0.17499999701976776,247.5,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recIIupRzJD1Qf2Uh,2023-11-04T18:50:10.000Z,White-Headed Capuchin,Chordata,Vertebrata,Mammalia,Primates,Cebidae,Cebus,,54000.0,42.5,56.0,4.0,394.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),Decreasing,Polygynandry,"Year-round,",5.5,,9.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
recILOqOpgFeCdYD8,2023-11-04T18:51:07.000Z,Swinhoe's striped squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Tamiops,,,,,60.0,10.0,,['Diurnal'],,,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recIO0Su8b7Q4U7tC,2023-11-04T18:49:18.000Z,North American Porcupine,Chordata,Vertebrata,Mammalia,Rodentia,Erethizontidae,Erethizontinae,Erethizon,,18.0,3.0,10.75,75.0,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygyny,October-November,7.0,,5.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
recIOBF2CmxsBcCFP,2023-11-04T18:49:03.000Z,Sable,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Martes,,13.0,,1.25,45.5,,"['Diurnal', 'Nocturnal']",Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,No,No,No,Least concern (LC),Increasing,,June-August,9.0,4.0,1.75,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
recIQyxBVps0XmBwF,2023-11-04T18:50:20.000Z,Plantain squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Callosciurus,,1377.800048828125,,,0.2094999998807907,366.5,,['Diurnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Increasing,Polygynandry,,1.2999999523162842,,,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recIVnW17KE9T7Jq5,2023-11-04T18:50:09.000Z,Visayan Spotted Deer,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Cervinae,700.0,17.5,,52.5,127.5,75.0,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,,November-December,8.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recIYGbgc9qDdyZiq,2023-11-04T18:50:00.000Z,Sunda stink badger,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mephitidae,Mydaus,,,,2.5,440.0,,['Nocturnal'],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recIaT62Y8xDDklLN,2023-11-04T18:50:00.000Z,Bobak marmot,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Marmota,,,,,7300.0,532.5,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,No,No,No,Least concern (LC),Stable,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recIbtL5ecgtzEg6m,2023-11-04T18:49:42.000Z,Marsh Deer,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Capreolinae,,10.0,,102.5,176.5,113.5,['Nocturnal'],,Migrating,,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Vulnerable (VU),Decreasing,,during,9.0,,5.0,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recIh6oOAU7dtxpjb,2023-11-04T18:50:06.000Z,Bouvier's Red Colobus,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,,,,,,['Diurnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recInTJ35Fu1oDm7f,2023-11-04T18:50:37.000Z,Black musk deer,Chordata,Vertebrata,Mammalia,Artiodactyla,Moschidae,Moschus,,766000.0,,,12.5,85.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recInZ4CysmAolLb0,2023-11-04T18:50:13.000Z,Alpine musk deer,Chordata,Vertebrata,Mammalia,Artiodactyla,Moschidae,Moschus,,766000.0,,,12.5,100.0,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recIpBMH0S58nrt9f,2023-11-04T18:49:56.000Z,Short-Tailed Chinchilla,Chordata,Vertebrata,Mammalia,Rodentia,Chinchillidae,Chinchilla,,,14.0,24.0,0.6520000100135803,30.5,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Endangered (EN),Decreasing,Monogamy,Year-round,4.300000190734863,,1.5,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No
recIpsBCkqt0baKBT,2023-11-04T18:48:53.000Z,Koala,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Phascolarctidae,Phascolarctos,300000.0,15.0,10.0,9.5,,72.5,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,Yes,No,No,No,No,Vulnerable (VU),Decreasing,Polygyny,December-March,1.2000000476837158,1.0,12.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No
recIpsNYLaq2PVEFM,2023-11-04T18:50:42.000Z,Crowned Sifaka,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuroidea,Indriidae,20000.0,17.5,,4.25,94.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,,seasonal,5.5,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recIvf9VXsjN3f9An,2023-11-04T18:50:41.000Z,Greater spear-nosed bat,Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,,,,,0.10045000165700912,128.0,,['Nocturnal'],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),Stable,Polygyny,,4.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No
recJDOSLliXo6dcVO,2023-11-04T18:49:55.000Z,Musky Rat-Kangaroo,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Macropodiformes,Hypsiprymnodontidae,,4.0,,0.5059999823570251,27.5,,['Diurnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,Yes,No,No,No,No,Least concern (LC),Stable,,February-July,0.6000000238418579,,5.25,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recJFZpojLMUKNjuS,2023-11-04T18:50:00.000Z,Mountain Reedbuck,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Reduncinae,Redunca,36000.0,14.0,,31.0,118.0,77.0,"['Nocturnal', 'Diurnal']",,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,Polygyny,year-round,8.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recJI3Q3dUcAyPvZJ,2023-11-04T18:50:21.000Z,Tufted Gray Langur,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Cercopithecidae,,,,15.5,67.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Near Threatened (NT),Decreasing,,,6.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recJIBDhN7wKcGH5u,2023-11-04T18:50:41.000Z,Harpy fruit bat,Chordata,Vertebrata,Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,,752.9500122070312,,,0.11249999701976776,146.5,,['Nocturnal'],,,,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,,,4.5,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recJJP9Iyie6tjlt8,2023-11-04T18:50:48.000Z,Perrier's sifaka,Chordata,Vertebrata,Mammalia,Primates,Strepsirrhini,Lemuroidea,Indriidae,35900.0,,,4.849999904632568,49.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Critically endangered (CR),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
