id,createdTime,NAME,PHYLUM,SUBPHYLUM,CLASS,ORDER,SUBORDER,FAMILY,GENUS,POPU-SIZE,LIFESPAN(Y),TOPSPEED(KM/H),WEIGHT(KG),LENGTH(CM),HEIGHT(CM),ACTIVITY-PERIOD,REPRODUCTION,LIFESTYLE,SOCIAL,DOMESTICATED,TYPE,KINGDOM,EUROPE,ASIA,OCEANIA,SOUTH-AMERICA,NORTH-AMERICA,ANTARCTICA,AFRICA,POPU-STATUS,POPU-TREND,MATING-BEHAVIOR,REPRODUCTION-SEASON,PREGNANCY-DURATION(M),BABY-CARRYING(M),INDEPENDENT-AGE(M),FOREST,DUNES,RIVERS,MARINE,REEF,SEMI-DESERT,STEPPE,FRESHWATTER,ABYSSAL-ZONE,ICECAP,WETLANDS,MARSH,LAKES,COASTAL,CHAPARRAL,SHRUBLAND,RAINFOREST,INTERTIDAL-ZONE,URBAN,BENTHIC,ROCKY-AREAS,GRASSLAND,SAVANNA,MOUNTAINS,RIPARIAN,NERITIC-ZONE,ANTROPHOGENIC,ESTUARIES,OCEANIC-PELAGIC-ZONE,CAVES,AGRICULTURAL,ARID,COLD,TEMPERATE,POLAR,TROPICAL,POISONOUS
recJKlzT9ltu5wojB,2023-11-04T18:50:25.000Z,Giant Kangaroo Rat,Chordata,Vertebrata,Mammalia,Rodentia,Heteromyidae,Dipodomys,,7.400000095367432,7.4,,0.15399999916553497,32.900001525878906,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Endangered (EN),Decreasing,Polygyny,January-May,1.0,,0.6666666865348816,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recJPc3VMJPD7xXML,2023-11-04T18:50:02.000Z,Agile gibbon,Chordata,Vertebrata,Mammalia,Primates,Haplorhini,Simiiformes,Hylobatidae,36400.0,,,5.0,,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Endangered (EN),Decreasing,Monogamy,,7.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recJQtSOGRNa4t5TQ,2023-11-04T18:50:11.000Z,Malagasy giant rat,Chordata,Vertebrata,Mammalia,Rodentia,Nesomyidae,Hypogeomys,,75517.6484375,,,1.25,325.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recJRvkdnmceSiyQb,2023-11-04T18:49:33.000Z,South American Gray Fox,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Lycalopex,,,,4.0,87.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),Stable,Monogamy,March,2.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
recJTIzQUatmllzl6,2023-11-04T18:50:32.000Z,Southern red-backed vole,Chordata,Vertebrata,Mammalia,Rodentia,Cricetidae,Myodes,,213100.0,,,0.024000000208616257,133.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recJUXcOSRAJIAqPr,2023-11-04T18:50:43.000Z,Brown-eared woolly opossum,Chordata,Vertebrata,Mammalia,Marsupialia,Didelphimorphia,Didelphidae,Caluromys,20650.099609375,,,0.3499999940395355,260.0,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recJVOnT0TbaXkFje,2023-11-04T18:49:50.000Z,Rhim Gazelle,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Antilopinae,Gazella,450000.0,14.6,,,108.5,,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,,,5.599999904632568,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recJVUBiqS2huGPZx,2023-11-04T18:49:38.000Z,Golden-Mantled Ground Squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Callospermophilus,,,6.0,,0.25699999928474426,265.0,,['Diurnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygyny,March-May,1.0,,0.9666666388511658,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No
recJYpj47PN6ZwKMW,2023-11-04T18:49:27.000Z,Oribi,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Ourebia,,750000.0,11.0,,17.0,101.0,58.5,['Diurnal'],,,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Decreasing,Polygyny,varies,6.5,,4.5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recJYxA9eHzKoaEw3,2023-11-04T18:49:53.000Z,Vancouver Island Wolf,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Canis,,,65.0,27.0,137.0,73.5,[nan],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),,Monogamy,,2.299999952316284,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recJeAYj6DYV1fQLx,2023-11-04T18:49:41.000Z,Brush Rabbit,Chordata,Vertebrata,Mammalia,Lagomorpha,Leporidae,Sylvilagus,,,2.0,40.0,0.699999988079071,30.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygyny,in,0.8999999761581421,,0.46666666865348816,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
recJejCozOte4mPo7,2023-11-04T18:51:10.000Z,Daurian ground squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Spermophilus,,1399.699951171875,,,0.20900000631809235,216.5,,[nan],,,,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recJmuqmosW0dBmk2,2023-11-04T18:50:19.000Z,Northern palm squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Funambulus,,,,,148.0,293.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),,Polygynandry,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recJnlGE7n5Xfy8db,2023-11-04T18:50:42.000Z,Andean white-eared opossum,Chordata,Vertebrata,Mammalia,Marsupialia,Didelphimorphia,Didelphidae,Didelphis,,,,,,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),Stable,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recJo29qa8E61G6PF,2023-11-04T18:51:00.000Z,Grayish mouse opossum,Chordata,Vertebrata,Mammalia,Marsupialia,Didelphimorphia,Didelphidae,Tlacuatzin,1856.550048828125,,,,277.5,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygynandry,,0.5,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recJoaFyaveV4Wsjg,2023-11-04T18:50:11.000Z,Prehesile-Tailed Porcupine,Chordata,Vertebrata,Mammalia,Rodentia,Erethizontidae,Erethizontinae,Coendou,,22.0,3.0,3.5,450.0,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),Stable,Monogamy,year-round,6.699999809265137,,2.5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recJqmVCCfHQ6w5wO,2023-11-04T18:49:08.000Z,Nilgai,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Bovinae,Boselaphus,,15.5,46.0,194.0,1.850000023841858,1.25,['Diurnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,,"year-round,",8.5,1.5,10.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No
recJrfbNeNUicEwN6,2023-11-04T18:51:04.000Z,Amazon dwarf squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Microsciurus,,,,,,,,[nan],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recJxZBeeJCr1Hrx7,2023-11-04T18:49:06.000Z,Maned Wolf,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Canidae,Chrysocyon,17000.0,14.0,,23.0,100.0,90.0,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Near Threatened (NT),,Monogamy,November-April,2.0999999046325684,4.0,12.0,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No
recK0uFXt4yAHeeEH,2023-11-04T18:51:01.000Z,Parnell's mustached bat,Chordata,Vertebrata,Mammalia,Chiroptera,Mormoopidae,Pteronotus,,105200.0,,,0.014999999664723873,87.5,,['Nocturnal'],,,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No
recK3VuGBKtzU1Q8F,2023-11-04T18:49:16.000Z,American Red Squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Tamiasciurus,,,7.5,23.0,0.2395000010728836,32.75,,['Diurnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygyny,"March-May,",1.100000023841858,,1.875,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
recK6DAy8icl97Jgk,2023-11-04T18:50:48.000Z,Townsend's ground squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Urocitellus,,1667.449951171875,,,0.20350000262260437,219.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Vulnerable (VU),Decreasing,Polygyny,,0.800000011920929,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
recKEi0pLDdO6rRX9,2023-11-04T18:51:18.000Z,Maghreb garden dormouse,Chordata,Vertebrata,Mammalia,Rodentia,Gliridae,Eliomys,,907.75,,,0.09749999642372131,117.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Stable,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
recKNI9wigpKDx8uF,2023-11-04T18:50:00.000Z,Northern Sumatran Rhinoceros,Chordata,Vertebrata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,,,37.5,42.0,,,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Critically endangered (CR),,Polygyny,,15.5,,30.0,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recKNojlxBIZotNxJ,2023-11-04T18:51:19.000Z,Voalavoanala,Chordata,Vertebrata,Mammalia,Rodentia,Nesomyidae,Gymnuromys,,826.75,,,0.1274999976158142,347.5,,['Nocturnal'],,,,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recKW3TLk8mMMRpMf,2023-11-04T18:49:43.000Z,Tasmanian Pademelon,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Macropodidae,Thylogale,,5.5,,8.0,1.100000023841858,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,Yes,No,No,No,No,Least concern (LC),Stable,Polygynandry,early,1.0,,8.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
recKbNCQRkO45Tvnw,2023-11-04T18:51:14.000Z,Common fat-tailed mouse opossum,Chordata,Vertebrata,Mammalia,Marsupialia,Didelphimorphia,Didelphidae,Thylamys,1346.6500244140625,,,,218.0,,['Nocturnal'],,,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Least concern (LC),Decreasing,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recKeJEhzGIrzUFGg,2023-11-04T18:49:13.000Z,Giant Otter,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Pteronura,,13.5,15.0,27.0,1.350000023841858,,['Diurnal'],Viviparous,Not a migrant,,No domesticated,,Animalia,No,No,No,Yes,No,No,No,Endangered (EN),Decreasing,Monogamy,"year-round,",2.200000047683716,,3.5,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No
recKkMQE0vivrbgDA,2023-11-04T18:49:17.000Z,Margay,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felinae,,15.0,,3.299999952316284,63.5,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Near Threatened (NT),Decreasing,Serialmonogamy,"October-January,",2.700000047683716,,2.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recKlFzCFj3XZz4lx,2023-11-04T18:50:30.000Z,Big-Headed Mole-Rat,Chordata,Vertebrata,Mammalia,Rodentia,Spalacidae,Tachyoryctes,,,2.0,,0.5450000166893005,236.5,,['Diurnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,Polygyny,year-round;,1.399999976158142,,1.6666666269302368,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recKptoh20gY76gsw,2023-11-04T18:50:31.000Z,Narrow-striped mongoose,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Eupleridae,Mungotictis,35310.6015625,,,0.6499999761581421,300.0,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Endangered (EN),Decreasing,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recKqsu70gHT4wRrS,2023-11-04T18:49:48.000Z,White-Tailed Mongoose,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Herpestidae,Ichneumia,,12.0,,3.4000000953674316,62.0,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,Yes,Least concern (LC),Stable,,,2.0,,,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No
recKqvkG0eEXr4uo2,2023-11-04T18:49:25.000Z,African Manatee,Chordata,Vertebrata,Mammalia,Sirenia,Trichechidae,Trichechus,,,30.0,32.0,360.0,5.0,,['Nocturnal'],,Migrating,Social,No domesticated,Aquatic,Animalia,No,No,No,No,No,No,Yes,Vulnerable (VU),,Polygyny,year-round,13.0,,,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No
recKrklV2hZxHvpVT,2023-11-04T18:51:22.000Z,Heller's broad-nosed bat,Chordata,Vertebrata,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,,,,,16.0,58.0,,['Nocturnal'],,,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),Stable,Polygynandry,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
recKscBFcCCMkh6Ps,2023-11-04T18:49:13.000Z,Fin Whale,Chordata,Vertebrata,Mammalia,Artiodactyla,Cetacea,Balaenopteridae,Balaenoptera,100000.0,85.0,40.0,4400.0,15.25,,"['Diurnal', 'Nocturnal']",Viviparous,Migrating,Social,No domesticated,Aquatic,Animalia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Endangered (EN),Increasing,Monogamy,November-January;,,,7.0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No
recKssE69JIuCaT8w,2023-11-04T18:50:04.000Z,Northern pudu,Chordata,Vertebrata,Mammalia,Artiodactyla,Ruminantia,Cervidae,Capreolinae,,,,,,,['Nocturnal'],,,,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Data deficient (DD),Decreasing,Polygyny,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recKx0exBJPA1YeOy,2023-11-04T18:51:09.000Z,Arizona myotis,Chordata,Vertebrata,Mammalia,Chiroptera,Vespertilionidae,Myotinae,Myotis,48600.0,,,0.00800000037997961,8.75,,['Nocturnal'],,Migrating,,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Polygynandry,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No
recKzanHfNvnHZ0x0,2023-11-04T18:49:54.000Z,Southern African wildcat,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felinae,,15.0,,3.950000047683716,56.25,,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),,,,1.899999976158142,,6.0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recLEMzGzCBGTwBK0,2023-11-04T18:50:33.000Z,Red-Flanked Duiker,Chordata,Vertebrata,Mammalia,Artiodactyla,Bovidae,Cephalophus,,170000.0,10.0,,13.0,65.0,35.5,"['Diurnal', 'Nocturnal']",,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,No,No,No,No,No,Yes,Least concern (LC),Decreasing,,,8.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
recLGvvDtAJi1gFAa,2023-11-04T18:49:30.000Z,Antilopine Kangaroo,Chordata,Vertebrata,Mammalia,Marsupialia,Diprotodontia,Macropodidae,Osphranter,,16.0,,28.5,,1.149999976158142,['Nocturnal'],,,Social,No domesticated,Terrestrial,Animalia,No,No,Yes,No,No,No,No,Least concern (LC),Decreasing,Polygyny,Starts,1.2000000476837158,,15.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recLIbxOWKOki8uyH,2023-11-04T18:50:06.000Z,Southern River Otter,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Lutrinae,,6.5,,7.5,70.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,No,No,No,Endangered (EN),Decreasing,,winter-spring,2.0,,12.0,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
recLKgpB25lPcvbrb,2023-11-04T18:50:36.000Z,Northern Treeshrew,Chordata,Vertebrata,Mammalia,Scandentia,Tupaiidae,Tupaia,,,7.0,,0.1599999964237213,33.5,,['Diurnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,Monogamy,Year-round,1.399999976158142,,1.8333333730697632,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
recLKxI1FOdMRqsl3,2023-11-04T18:50:21.000Z,Pallas's squirrel,Chordata,Vertebrata,Mammalia,Rodentia,Sciuridae,Callosciurus,,,,,272.0,,,['Diurnal'],,Not a migrant,,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,Polygynandry,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
recLOlIvk7QDxO7Ea,2023-11-04T18:51:15.000Z,Greater dog-like bat,Chordata,Vertebrata,Mammalia,Chiroptera,Emballonuridae,Peropteryx,,,,,,60.0,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,Yes,Yes,No,No,Least concern (LC),,Monogamy,,,,,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
recLOtzvmCae8N782,2023-11-04T18:50:20.000Z,California vole,Chordata,Vertebrata,Mammalia,Rodentia,Cricetidae,Arvicolinae,Microtus,559.6500244140625,,,0.0729999989271164,176.5,,['Nocturnal'],,Not a migrant,Social,No domesticated,Terrestrial,Animalia,No,No,No,No,Yes,No,No,Least concern (LC),Stable,Monogamy,,0.699999988079071,,,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
recLQcxsvD2NFdWZA,2023-11-04T18:50:57.000Z,Bicolored shrew,Chordata,Vertebrata,Mammalia,Eulipotyphla,Soricidae,Crocidura,,68100.0,,,0.009499999694526196,115.0,,[nan],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,No,No,No,Least concern (LC),,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No
recLRY4hVHeowHvKl,2023-11-04T18:50:30.000Z,Indonesian mountain weasel,Chordata,Vertebrata,Mammalia,Carnivora,Caniformia,Mustelidae,Mustelinae,17152.69921875,,,0.3174999952316284,309.0,,['Nocturnal'],,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,No,Yes,No,No,No,No,No,Least concern (LC),Stable,Polygyny,,1.0,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
recLRwN4QA39sSsEN,2023-11-04T18:49:10.000Z,Black Rat,Chordata,Vertebrata,Mammalia,Rodentia,Muroidea,Muridae,Rattus,,2.5,,0.22499999403953552,15.550000190734863,,['Nocturnal'],Viviparous,Not a migrant,Social,No domesticated,Terrestrial,Animalia,Yes,Yes,Yes,No,Yes,No,Yes,Least concern (LC),Stable,Polygyny,March-November,0.800000011920929,,0.875,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No
recLSW0Ga65qIiyl8,2023-11-04T18:50:38.000Z,Caucasian Wildcat,Chordata,Vertebrata,Mammalia,Carnivora,Feliformia,Felidae,Felinae,,15.0,,5.5,72.5,27.0,['Nocturnal'],Viviparous,Not a migrant,Solitary,No domesticated,Terrestrial,Animalia,Yes,Yes,No,No,No,No,No,Least concern (LC),,Polygyny,,2.0999999046325684,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
